FECHA_CORTE;CAMA;HABI;RUC;RAZON_SOCIAL;NOMBRE_COMERCIAL;TELEF1;TELEF2;TELEF3;TELEF4;VIA;DES_VIA;NUMERO;INTERIOR;OBS_DOMICILIO;ZONA;DES_ZONA;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;E_MAIL;PAGINA_WEB;CLASE;CATEGORIA;NRO_CERTIFICADO;FECHA_EXPEDICION;REP_LEGAL
20260824;26;13;20532361975;C.A.J. INVERSIONES COMERCIAL DE RESPONSABILIDAD LIMITADA;LAS AMERICAS;;;;52412017;Calle;28 DE JULIO;282;;;;;230101;TACNA;TACNA;TACNA;hostal_las_americas_tacna@hotmail.com;;Hostal;2 Estrellas;142-2010;17-JUN-2010 05:00:00;Esteban Roberto Ramos Velasquez
20260824;30;21;20606925914;JUPITER H E.I.R.L.;JUPITER ;;;;959145848;AV.;LA PAZ;216;;;;;180101;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;;;Hotel;2 Estrellas;01-2021;18-ENE-2021 05:00:00;Elena Palmira Catare Gutierrez
20260824;170;134;20136847237;Inmobiliaria De Turismo S A;SONESTA HOTEL EL OLIVAR;;;;;Calle;PANCHO FIERRO;194;;;;;150131;LIMA;LIMA;SAN ISIDRO;reservas@sonestaperu.com;www.sonesta.com/peru_lima;Hotel;5 Estrellas;122-001-Tur-Dj-Mod;29-OCT-2010 05:00:00;Diego Zavala Florez- Estrada
20260824;27;22;20600897722;CORPORACION ROCCA 7 E.I.R.L.;HOSTAL LA ROKA;;;;974049395;Calle;MIGUEL GRAU;539;2DO PISO;;;;180101;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;corp_rocca7@hotmail.com;;Hostal;2 Estrellas;019-2021;07-SEP-2021 05:00:00;Ana Teresa Ccori Tipo
20260824;11;11;20532554773;INVERSIONES JOR S.A.C.                                                                              ;RISSO;;;;52316117;AV.;EJÉRCITO;100;;;;;230101;TACNA;TACNA;TACNA;magda2609@hotmail.com;;Hostal;3 Estrellas;148;04-NOV-2011 05:00:00;Magda Jesus Cusihualpa Flores De Ortega
20260824;44;11;10466857411;Rojas Vilca, Lizzeth Shirley;BRISAS DEL TITIKAKA;;;;;JR.;CAJAMARCA;252;3;;;;210101;PUNO;PUNO;PUNO;brisashostelperu@gmail.com;www.brisashostelperu.com;Hostal;2 Estrellas;19-2019;29-ABR-2019 05:00:00;Lizzeth Shirley Rojas Vilca
20260824;16;8;10053386011;RIMACHI VILCHEZ LUIS ERNESTO;SELVA MADRE;;;;918509772;VIA;COMUNIDAD PADRE COCHA  - CARRETERA DENTRO;S/N;;CARRETERA DENTRO;CAS.;COMUNIDAD DE PADRE COCHA;160108;LORETO;MAYNAS;PUNCHANA;RIMACHILUIS150@HOTMAIL.COM;;Albergue;Sin Categoria;171-2023-GRL-GERCETUR-SGRT;02-NOV-2023 05:00:00;Luis Ernesto Rimachi Vilchez
20260824;39;32;15453547920;ACEVEDO LLAMO MARCIAL;MERY HOTEL;;;;969876777;JR.;ANAXIMANDRO VEGA ;354;;;CI.;;060401;CAJAMARCA;CHOTA;CHOTA;;;Hotel;2 Estrellas;CERTIFICADO Nº 445-2020;25-FEB-2020 05:00:00;Marcial Acevedo Llamo
20260824;15;15;20573328672;MULTISERVICIOS FLASH GROUP SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;HOSTAL MAMBUZA;;;;976808401/603801;AV.;ALAMEDA DE LA REPUBLICA;311;2;;;;100101;HUÁNUCO;HUÁNUCO;HUANUCO;lady-120@hotmail.com;;Hostal;2 Estrellas;00030.2023;04-DIC-2023 05:00:00;Lady Katerin Villar Castro
20260824;40;33;20506935386;Hostales Y Turismo El Parque Ii Sociedad Anonima Cerrada;EL PARQUE II;;;;13771968/992788418;CAR.;PANAMERICANA NORTE KM. 82;463;;;;;150605;LIMA;HUARAL;CHANCAY;pjmm21@yahoo.com;;Hotel;2 Estrellas;087-2021;18-OCT-2021 05:00:00;Patricia Isabel Maguiña Manrique
20260824;25;25;10443444373;Yuncar Otero Juan Jose;EL REY;;;;3772219/955297747;PRLG;LOPEZ DE ZUÑIGA;856;;;;;150605;LIMA;HUARAL;CHANCAY;zolanch-31@hotmail.com;;Hotel;2 Estrellas;081-2021;05-OCT-2021 05:00:00;Juan Jose Yuncar Otero
20260824;20;19;10091876430;Chirre Galarza De Cabrera Francisca Aure;DEVALOIS;;;;2380482;Calle;PUQUIO CANO;257;A;;;;150805;LIMA;HUAURA;HUALMAY;;;Hostal;2 Estrellas;025-2020;21-JUL-2020 05:00:00;Francisca Aurelia Chirre Galarza De Cabrera
20260824;43;29;10152144879;Garcia Rosales De Salazar Nona Obdulia;DANUBIO PRIME;;;;984105266;AV.;MARISCAL CASTILLA;220;;;;;150906;LIMA;OYÓN;PACHANGARA;;;Hotel;3 Estrellas;137-2020;27-NOV-2020 05:00:00;Nona Obdulia Garcia Rosales
20260824;38;21;20477806326;ONEEGLIO CORP S.A.C.;CASA HUERTA ONEEGLIO ;;;;940393748/7630899;AV.;LOS CISNES MZ G2 LOTE 20;;;;URB.;EL CLUB II ETAPA SANTA MARIA DE HUACHIPA ;150118;LIMA;LIMA;LURIGANCHO;maog_73@hotmail.com;https://www.oneeglio.com/;Hotel;3 Estrellas;2-2023-MML-GDE;30-ENE-2023 05:00:00;Marco Antonio Oneeglio Galliani
20260824;75;43;10095399253;Chavez Rivas Patricia Marlene;VALLE HERMOSO;;;;13786021/997772550;Calle;SANTA ROSA;598;;;;;150501;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;;;Hotel;4 Estrellas;141-2021;29-DIC-2021 05:00:00;Maria Esther Arenas Candela
20260824;39;24;20611918136;YURAQ WASI A & N S.A.C.;SUITE HOTEL YURAQ WASI;;;;62633820/941916585;Calle;SANTA ZEFORA;;;;URB.;MZ.6 LT.14 - HUAYOPAMPA;100102;HUÁNUCO;HUÁNUCO;AMARILIS;yuraqwasiayn24@gmail.com;;Hotel;2 Estrellas;N°0002-2024;15-FEB-2024 05:00:00;Alejandro Trinidad Egusquiza
20260824;29;20;20608692135;PACIFIC PALACE SOCIEDAD ANONIMA CERRADA;PACIFIC PALACE;;;;981855690;AV.;HUAYRUROPATA;901;;;;;080108;CUSCO;CUSCO;WANCHAQ;;;Hotel;2 Estrellas;007-2024;10-ABR-2024 05:00:00;Yury Abel Oviedo Oviedo
20260824;31;31;20496108150;Hotel Y Servicios Turisticos Hispano E.I.R.L.;HISPANO;;;;76340496;JR.;ANGAMOS;615;;;;;060101;CAJAMARCA;CAJAMARCA;CAJAMARCA;;;Hotel;2 Estrellas;166-2014;20-MAY-2014 05:00:00;Aurea Del Rocio Villegas  Burga
20260824;21;21;20600963148;Hostal Cruceñito Eirl;JJ;;;;976170193;Calle;DIEGO PALOMINO;1779;;;;;060801;CAJAMARCA;JAÉN;JAÉN;;;Hostal;2 Estrellas;010-2016;18-MAY-2016 05:00:00;Waldir Nahun Baldeon Baldeon
20260824;149;66;20533159258;NUEVO HOTEL PLAZA EL CARMEN EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - NHPC E.I.R.L.;HOTEL PLAZA;;;;980039970/52411628;AV.;SAN MARTIN;421;;;CI.;CERCADO;230101;TACNA;TACNA;TACNA;nuevohotelplaza@hotmail.com;www.hotelplazatacna.com;Hotel;2 Estrellas;024;02-ENE-2017 05:00:00;Wilder Victoriano Chavez Marin
20260824;43;27;20505645767;ZEGARRA RIOS INVERSIONES Y SERVICIOS S.A.C.                                                         ;ZEGARRA;;;;966703326;AV.;PANAMERICANA;245;;;;;030401;APURÍMAC;AYMARAES;CHALHUANCA;zerisac@yahoo.com;;Hotel;2 Estrellas;011-2023;16-AGO-2023 05:00:00;Uriel Alejandro Zegarra Rios
20260824;31;23;20601968135;Recintos Ecologicos;SHUSHUPE;;;;62795260/987704849;ALM.;PERU;362;;;CI.;TINGO MARIA;100601;HUÁNUCO;LEONCIO PRADO;RUPA-RUPA;shushupehotel@gmail.com;www.shushupehotel.com;Hotel;3 Estrellas;015-2017;26-OCT-2017 05:00:00;Fatima Gliceria Quiñonez Benedetti
20260824;20;20;10178166048;RODRIGUEZ MEREGILDO, JUSTA BETTY;MOCHICA;;;;;Calle;FEDERICO GERDES;362;;;;;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;;;Hotel;2 Estrellas;455-2014;01-DIC-2014 05:00:00;Justa Betty Rodriguez Meregildo
20260824;19;13;20571496471;INVERSIONES DEL-CART E.I.R.L.;AWILU WILLKA'S;;;;2373020/998401857;Calle;MARISCAL CASTILLA;149;;;;;150906;LIMA;OYÓN;PACHANGARA;hostalawiluwillkas@gmail.com;;Hostal;3 Estrellas;125-2020;25-NOV-2020 05:00:00;Rumualdo Jose Torres Martinez
20260824;81;60;20329398642;HOTEL PLAZA S.A.                                                                                    ;DOUBLETREE BY HILTON IQUITOS;;;;65222555;JR.;NAPO;258;;FRENTE A LA PLAZA DE ARMAS;CI.;IQUITOS;160101;LORETO;MAYNAS;IQUITOS;reservas@doubletreeiquitos.com;www.doubletreeiquitos.com;Hotel;5 Estrellas;189-2024-GRL-GERCETUR;23-FEB-2024 05:00:00;Gianfranco Paolo Bassanini Bustamante
20260824;69;31;20494113911;"SERVICIOS TURISTICOS ATLANTA E.I.R.L."                                                             ;HOSTAL ATLANTA;;;;42563292;JR.;ALONSO DE ALVARADO;865;;;;;220101;SAN MARTÍN;MOYOBAMBA;MOYOBAMBA;atlantainn@hotmail.com;;Hostal;2 Estrellas;046-2012;21-MAY-2012 05:00:00; Anita Encarnacion Bardalez  Vda . De Lazo
20260824;32;16;20600810945;Hostal Los Helechos Eirl;HOSTAL LOS HELECHOS;;;;42521455/996351987/999906355;JR.;JOSE OLAYA;777;;;BA.;BARRIO HUAYCO;220901;SAN MARTÍN;SAN MARTÍN;TARAPOTO;loshelechoshostal@hotmail.com;;Hostal;2 Estrellas;094.22.09.01;29-SEP-2016 05:00:00;Magloria Eduviges Alvarez Cespedes De Del Aguila
20260824;12;8;20608861115;AMAZON JOURNEYS LODGE E.I.R.L.;AMAZON JOURNEYS LODGE;;;;999750522;VIA;COMUNIDAD CAMPESINA SAN RAFAEL;S/N;;RIO AMAZONAS;;;160104;LORETO;MAYNAS;INDIANA;journeyslodges@hotmail.com;www.amazonjourneyslodges.com;Albergue;Sin Categoria;195-2024-GRL-GERCETUR;09-ABR-2024 05:00:00;Arlen Ulises Saldaña Zevallos
20260824;30;30;20600165497;Hoteles Cajamarca S.A.C.;HOTELES CAJAMARCA II;;;;964676600;AV.;LOS MANANTIALES;729;;;;;060101;CAJAMARCA;CAJAMARCA;CAJAMARCA;hotelescajamarca@gmail.com;www.hotelescajamarca.pe;Hotel;3 Estrellas;463-2020;19-JUN-2020 05:00:00;Domingo  Pascual Saenz
20260824;24;24;20496049471;Servicios Generales Y Hoteleria San Martin Scrl;SAN MARTIN;;;;76344252;AV.;SAN MARTIN;878;;;;;060101;CAJAMARCA;CAJAMARCA;CAJAMARCA;hotel_s_martin@outlook.com;;Hotel;2 Estrellas;152-2013;02-DIC-2013 05:00:00;Emiliano Ruiz  Vasquez
20260824;16;10;10012030954;VILCA RODRIGUEZ MARIA LEONOR;SEÑOR DEL GRAN PODER;;;;51353778;AV.;SIMON BOLIVAR;1060;;;;;210101;PUNO;PUNO;PUNO;hostalgranpoder@gmail.com;;Hostal;1 Estrella;014-2023;14-JUN-2023 05:00:00;Maria Leonor Vilca Rodriguez
20260824;23;12;10013044002;PUMA PACHECO, RINA NOEMI;EL INTI;;;;51351594;AV.;LA TORRE;137;;;;;210101;PUNO;PUNO;PUNO;host_inti@hotmail.com;;Hostal;1 Estrella;01-2017;06-ENE-2017 05:00:00;Rina Noemi Puma Pacheco
20260824;32;32;10095887657;ORTIZ ZORRILLA, ADELA;DELIRIOS;;;;7743358;AV.;PEDRO JOSE MIOTA;410;;;;;150133;LIMA;LIMA;SAN JUAN DE MIRAFLORES;hsdelirios@hotmail.com;;Hostal;2 Estrellas;D000013-2023-MML-GDE-ST;27-JUN-2023 05:00:00;Adela Ortiz Zorrilla
20260824;14;11;20609452090;LA QUINTA RAIZ SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;LA QUINTA LOFTS APARTAMENTS;;;;949173624;JR.;HUALLAGA;644;;;CI.;;160101;LORETO;MAYNAS;IQUITOS;LAQUINTARAIZ@GMAIL.COM;;Albergue;Sin Categoria;184-2023-GRL-GERCETUR-SGRT;20-DIC-2023 05:00:00;Nadia Liv Vela Paredes
20260824;20;11;10181094431;GUEVARA BALLADARES, MARIA JAQUELINE;LOS ESPEJOS DE ALADINO;;;;;AV.;AMERICA NORTE;533;;;;;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;;;Hostal;2 Estrellas;476-2015;06-FEB-2015 05:00:00;Maria Jaqueline Guevara Balladares
20260824;30;20;20539809882;Hotel Convencion S.A.C.;CONVENCION;;;;;VIA;MANZ."D" - LOTE:14;14;;S/O;URB.;VISTA HERMOSA;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;convenciontrujillo@gmail.com;http://convenciontrujillo.com/;Hotel;3 Estrellas;372-2013;04-DIC-2013 05:00:00;Manuel Francisco Becerra Orrego
20260824;15;15;10157563462;Gutierrez Torres, Indra;LAS ESTRELLAS;;;;2321155;AV.;SAN MARTIN DE PORRES;1317;;;;;150810;LIMA;HUAURA;SANTA MARÍA;;;Hostal;2 Estrellas;125-2021;07-DIC-2021 05:00:00;Indra Gutierrez Torres
20260824;12;6;10451422532;SALDARRIAGA BELLIDO, LUISA NATALIE;   LUNATENIS;;;;946573353;Calle;CALLE PEREZ FIGUEROLA;322;;A DOS CUADRAS DE LA PLAZA DE  ARMAS ;CI.;CALLE PEREZ FIGEROLA;110501;ICA;PISCO;PISCO;saldarriagasanchez48@gmail.com;;Apart Hotel;3 Estrellas;182-2020/DZP;06-FEB-2020 05:00:00;Luisa Natalie Saldarriaga Bellido
20260824;20;20;20495762930;Turismo Santa Rosa S.R.L.;SANTA ROSA;;;;76368019;JR.;JOSE SABOGAL;1279;;;;;060101;CAJAMARCA;CAJAMARCA;CAJAMARCA;;;Hostal;3 Estrellas;235-2016;29-SEP-2016 05:00:00;Antero  Muñoz Olano
20260824;56;32;20563838087;Hostal La Torre Inn E.I.R.L.;LA TORRE INN;;;;940672414;JR.;MARCO RUIZ MZ 15J LOTE 22 ESQ. CON PROLONGACION CAJAMARCA;;;;;;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;reservas@latorreinn.com.pe;www.latorreinn.com.pe;Hotel;2 Estrellas;001-2014;04-JUN-2016 05:00:00;Martin Wilbert Valer Carpio
20260824;24;24;10266752763;Saldaña Anaya, Ramiro;HOSTAL LOS DELFINES;;;;987840376;LT.;C28 MARÍA ELOINA - HUACARIZ;;;;;;060101;CAJAMARCA;CAJAMARCA;CAJAMARCA;;;Hostal;2 Estrellas;169-2014;15-JUL-2014 05:00:00;Ramiro Saldaña Anaya
20260824;6;6;10266857336;Saldaña Zambrano, Patricia;HOSTAL VIA SUR;;;;920157374;AV.;VIA DE EVITAMIENTO SUR;815;;;;;060101;CAJAMARCA;CAJAMARCA;CAJAMARCA;;;Hostal;2 Estrellas;328-2018;27-ABR-2018 05:00:00;Patricia Saldaña Zambrano
20260824;13;13;10800228633;Chavez Vasquez Jose Noe;JHOSEPH;;;;76313428;JR.;REVILLA PEREZ;515;;;;;060101;CAJAMARCA;CAJAMARCA;CAJAMARCA;;;Hostal;1 Estrella;112-12;21-MAR-2012 05:00:00;Jose Noe Chavez Vasquez
20260824;37;26;20533044949;HOSTAL PROGRESO JL E.I.R.L.;PROGRESO;;;;52242824;Calle;PROGRESO;1078;;;;;230101;TACNA;TACNA;TACNA;hostalelprogreso@hotmail.com;;Hostal;2 Estrellas;184;15-SEP-2014 05:00:00;Lidia Churacutipa Mamani
20260824;51;27;20532577986;Negocios Turisticos Yaneth E.I.R.Ltda.;FORTALEZA;;;;52243180;Calle;CARLOS ARMANDO LAURA;349;;;;;230101;TACNA;TACNA;TACNA;nueva_vis2004@hotmail.com;;Hotel;2 Estrellas;093;03-JUN-2011 05:00:00;Yaneth Giovanna Churqui Mamani
20260824;27;27;20611602481;INVERSIONES CITY TOWER S.A.C.;CITY TOWER;;;;990890135;AV.;CAMINOS DEL INCA;1020;;;CI.;;150140;LIMA;LIMA;SANTIAGO DE SURCO;kfranceza@gmail.com;;Hotel;3 Estrellas;D34-2023-MML-GDE-ST;18-MAY-2023 05:00:00;Hilario La Torre Huaman
20260824;20;9;10415400271;VENTURA LLANOS HENRY;HOSTAL VENTURA;;;;76364721/966882152;JR.;AMAZONAS;725;;;CI.;;060101;CAJAMARCA;CAJAMARCA;CAJAMARCA;;;Hostal;2 Estrellas;CERTIFICADO Nº 626-2024;21-FEB-2024 05:00:00;Henry Ventura Llanos
20260824;15;15;10214463534;PUJAICO ESPINO JOSE RICARDO;SALVADOR;;;;966048333;VIA;URB. JARDINES DE VILLA ;MZ.B;LT. 12;;;;110101;ICA;ICA;ICA;rpujaicoe@gmail.com;;Hostal;2 Estrellas;001-2015;28-DIC-2020 06:00:00;Jose Ricardo Pujaico Espino
20260824;36;19;10004282464;Mamani De Churqui, Clotilde;LAS CASUARINAS;;;;52245142;AV.;CORONEL MENDOZA;1371;;;CI.;;230101;TACNA;TACNA;TACNA;;;Hostal;2 Estrellas;013;16-MAY-2016 05:00:00;Clotilde Mamani De Churqui
20260824;10;9;10156311800;VIRHUEZ FLORES, RONEL ARQUIMEDES;SAN MARCOS;;;;975626930;JR.;GALVEZ;664;;;;;150201;LIMA;BARRANCA;BARRANCA;virhuezfloresronel@gmail.com;;Hostal;1 Estrella;052-2021;10-SEP-2021 05:00:00;Ronel Arquimedes Virhuez Flores
20260824;48;25;20603421885;CONDE DE LEMOS AREQUIPA E.I.R.L.;CONDE DE LEMOS;;;;54231337/913937504;Calle;BOLIVAR;201;;;;;040101;AREQUIPA;AREQUIPA;AREQUIPA;reservasaqp@condedelemosinn.com;;Hotel;3 Estrellas;Certificado de registro 20603421885-001;25-ABR-2017 05:00:00;Lourdes Fiorella Aparicio Abarca
20260824;70;35;20309001037;PALMA REAL S.A.C.                                                                                   ;INKA TERRA RESERVA AMAZONICA;;;;989060161;VIA;RIO MADRE DE DIOS;15;;;;;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;central@inkaterra.com;www.inkaterra.com.pe;Albergue;Sin Categoria;006-2015;26-AGO-2015 05:00:00;Jose Torres Lima
20260824;45;26;20601485169;Central Hotelería Y Turismo S.A.C.;CENTRAL HOTEL TARAPOTO;;;;42583084;JR.;PROGRESO ;551;;;BA.;BARRIO HUAYCO;220901;SAN MARTÍN;SAN MARTÍN;TARAPOTO;central.tarapoto.hotel@gmail.com;;Hotel;2 Estrellas;114.22.09.01;29-ENE-2018 05:00:00;Raul Antonio Esteban Mucha
20260824;13;8;20601263379;Inversiones Nibo Mia S.A.C.;HOSTAL SELVA MIA;;;;42583547/981050169/999923977;AV.;CIIRCUNVALACIÓN;219;;;;;220901;SAN MARTÍN;SAN MARTÍN;TARAPOTO;hospedajeselvamia@gmail.com;;Hostal;2 Estrellas;148-22.09.01;19-FEB-2021 05:00:00;Hugo Navarro Caycho
20260824;24;20;20555445815;Paraiso & Paz Sociedad Anonima Cerrada;PARAISO;;;;;JR.;DOMINGO CASANOVA;231;;;;;150116;LIMA;LIMA;LINCE;;;Hotel;2 Estrellas;045-001-Mincetur-Cla;15-ENE-2016 05:00:00;Sihai Tan 
20260824;38;20;10024377275;Quispe Sanca De Clasin, Regina;EL MIRADOR;;;;989418400;AV.;CIRCUNVALACION;1899;;;CI.;;211101;PUNO;SAN ROMÁN;JULIACA;;;Hotel;2 Estrellas;02-2020;13-MAR-2020 05:00:00;Regina Quispe Sanca De Calsin
20260824;66;46;20352472892;VBH VICTORIA BOUTIQUE HOTEL S.A.C.;HOTEL  RIO;;;;61571280/982519019;AV.;SAN MARTIN;475;;;CI.;CENTRO DE PUCALLPA;250101;UCAYALI;CORONEL PORTILLO;CALLERIA;administrador.hotelrio@riohotelcasino.com.pe     ;facebook: rio boutique hotel;Hotel;4 Estrellas;010-2019;19-NOV-2019 05:00:00;Alex Dante Alejos Sosa
20260824;28;24;20611106310;FONDO DE INVERSIONES SAN LORENZO S.A.C.;HOTEL SAN LORENZO;;;;983914210;Calle;28 DE JULIO MZ. G, LT. 6;;;A DOS CUADRAS DEL ÓVALO DEL TERMINAL TERRESTRE;;;180101;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;reservas@hotel-san-lorenzo.com;www.hotel-san-lorenzo.com;Hotel;3 Estrellas;15-2023;21-NOV-2023 05:00:00;Henrry Alexis Hualla Ortega
20260824;138;120;20602712509;COMPAÑIA IHC S.A.C.;DOUBLETREE BY HILTON LIMA SAN ISIDRO;;;;6128484;AV.;AREQUIPA 2940 2950 2960;;;;;;150131;LIMA;LIMA;SAN ISIDRO;giancarlo.gamboni@hilton.com;www.hilton.com;Hotel;5 Estrellas;D 0008-2024-MML-GDE-ST;14-FEB-2024 05:00:00;Giancarlo Gamboni Koifman
20260824;20;20;20603346212;HYATT PALACE S.A.C;NATURE;;;;999912208/943119679;AV.;AVIACIÓN;2789;;;URB.;SAN BORJA SUR;150130;LIMA;LIMA;SAN BORJA;vcyasociados390@gmail.com;;Hotel;1 Estrella;3-2023-MML-GDE-ST;08-MAR-2023 05:00:00;John Chung Sam 
20260824;16;16;20529476770;Hostal El Pillkay Srl;PILLKAY;;;;76604266;AV.;MARTIRES DE UCHURACAY;1270;;;;;060101;CAJAMARCA;CAJAMARCA;CAJAMARCA;;;Hostal;2 Estrellas;246-2017;06-FEB-2017 05:00:00;Abdon Vargas  Cabanillas
20260824;31;15;20533261451;INVERSIONES VINFRA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;GOLD INFINITY;;;;52425816;Calle;DEUSTUA;346;;;CI.;CERCADO;230101;TACNA;TACNA;TACNA;goldinfinitytacna@gmail.com;;Hostal;2 Estrellas;190;15-SEP-2014 05:00:00;Vinicio Romeo Cotrina Rivera
20260824;43;21;10412672611;YUNGA GUERRA CLOTILDE;EUROPA;;;;973266548;JR.;ALFONZO UGARTE;112;;;;;210101;PUNO;PUNO;PUNO;miradorkorichascapuno.1@gmail.com;;Hotel;2 Estrellas;037-2020;21-DIC-2021 05:00:00;Clotilde Yunga Guerra
20260824;35;24;10107426138;ZAVALA CHUQUITAYPE, LUIS MIGUEL;COSTA MAR;;;;953743010;Calle;CALLAO;52;;;;;130704;LA LIBERTAD;PACASMAYO;PACASMAYO;luiszavala77@yahoo.com;;Hotel;2 Estrellas;841-2020;14-NOV-2020 05:00:00;Luis Miguel Zavala Chuquitaype
20260824;24;17;10191902675;SANCHEZ CASTRO, LUZ ANGELICA;SUCURSAL DEL CIELO;;;;976044535;Calle;SAN PEDRO;421;;;;;130401;LA LIBERTAD;CHEPÉN;CHEPEN;;;Hostal;3 Estrellas;816-2019;22-JUL-2019 05:00:00;Luz Angelica Sanchez Castro
20260824;26;14;20611700831;HOSTAL MALTERIA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;MALTERIA;;;;960531780;JR.;SAN FRANCISCO DE ASIS;440;;;;;120101;JUNÍN;HUANCAYO;HUANCAYO;;;Hostal;1 Estrella;Certificado N° 108-2023;14-DIC-2023 05:00:00;Guillermina Toscano De Ramos
20260824;35;26;20534661178;COCOS INN E.I.R.L.;COCOS INN;;;;56509404/989893510;Calle;CASUARINAS M-23 RESIDENCIAL LA ANGOSTURA;;;;;;110101;ICA;ICA;ICA;hotelcocoinn@gmail.com;;Hotel;3 Estrellas;147-2018;03-FEB-2023 06:00:00;Paulino Rosendo Canales Muñoz
20260824;25;15;20602239501;Mayru E.I.R.L.;HS SEÑORIO CHIRIBAYA;;;;;Calle;COSTA AZUL;;;;;;180301;MOQUEGUA;ILO;ILO;s.chiribaya.hostal@gmail.com;;Hostal;2 Estrellas;11-2017;16-AGO-2017 05:00:00;Sara Quispe Rodriguez
20260824;24;12;20600126301;Hostal Las Fresas E.I.R.L;LAS FRESAS;;;;7583301;Calle;LAS FRESAS;221;;;;;070101;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;victor.enciso25@gmail.com;;Hostal;1 Estrella;050;02-SEP-2014 16:00:00;Victor Enciso Infante
20260824;19;9;10310139381;LOAYZA DE VALENCIA LUCIA;CHOQUEQUIRAO WASI;;;;933617658;VIA;PANTIPATA;SN;;INGRESO AL CONTROL DE CHOQUEQUIRAO - CAPULIYOC;;SECTOR CAPULIYOC;030108;APURÍMAC;ABANCAY;SAN PEDRO DE CACHORA;;;Albergue;Sin Categoria;06;05-JUL-2022 05:00:00;Lucia Loayza De Valencia
20260824;58;30;10013105397;CCAMA RAMOS, ELSA;INKA TOURS;;;;51354680;JR.;INCA GARCILASO DE LA VEGA;227;;;;;210101;PUNO;PUNO;PUNO;h_inkatours@hotmail.com;;Hotel;1 Estrella;31-2018;26-MAR-2018 05:00:00;Elsa Ccama Ramos
20260824;29;23;20607907332;LODGE VIÑAS DEL SOL ETERNO EIRL;LODGE VIÑAS DEL SOL ETERNO;;;;956666225;AV.;AV. PRINCIPAL;614;;SAN BENITO;BA.;SAN BENITO;110206;ICA;CHINCHA;GROCIO PRADO;hotelvinasdelsol@hotmail.com;www.lodgvinasdelsol.com;Hotel;3 Estrellas;0244-2023;28-FEB-2023 05:00:00;Romy Magaly Doris Morales Arana
20260824;39;21;20529262621;Corporacion Ferrchota E.I.R.L;CHOTA;;;;62406075/924210193;AV.;ANTONIO RAYMONDI;701;;;CI.;TINGO MARIA;100601;HUÁNUCO;LEONCIO PRADO;RUPA-RUPA;corpo_chota@hotmail.com;;Hotel;2 Estrellas;004-2020;09-ENE-2020 05:00:00;Osias Mendoza Diaz
20260824;40;22;20539907540;Hotel Palmas Reales Sociedad Comercial De Responsabilida Limitada - Hopar S.R.L.;PALMAS REALES;;;;;AV.;MANUEL VERA ENRIQUEZ;136;;;;;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;;;Hostal;3 Estrellas;423-2014;01-AGO-2014 05:00:00;Juana Cabrera Cerna
20260824;34;21;20532704171;INVERSIONES V & G S.A.C.;SAGITARIO;;;;53461503;Calle;MOQUEGUA;369;;;CI.;CERCADO;180101;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;;;Hotel;3 Estrellas;014-2023;21-NOV-2023 05:00:00;Hermain Enrique Vargas Colana
20260824;28;15;10043491976;CARHUA LEON, LUISA YOLANDA; HEIMAT;;;;963730242;AV.;LOS COLONOS;561;;;;;190305;PASCO;OXAPAMPA;POZUZO;;;Hostal;1 Estrella;021-2023;12-OCT-2023 05:00:00;Luisa Yolanda Carhua Leon
20260824;20;11;10464350794;Garcia Rodriguez Evelyn Medalith;EL EDEN;;;;;Calle;SINCHI ROCA;882;;;;;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;;;Hostal;2 Estrellas;327-2013;06-MAR-2013 05:00:00;Evelyn Medalith Garcia Rodriguez
20260824;56;47;20602184642;Grupo United;VERONA;;;;970933250/3022326;Calle;DANIEL ALCIDES CARRION;;;;;;150601;LIMA;HUARAL;HUARAL;caquirodriguez@gmail.com;;Hostal;2 Estrellas;103-2021;04-NOV-2021 05:00:00;Oswaldo Simon Caqui Rodriguez
20260824;6;6;10156236352;GIRALDO DE CALDERON, ALIPIA ARMANDA;MIRAMAR;;;;2354886/994287862;AV.;MIRAMAR;125;;;;;150201;LIMA;BARRANCA;BARRANCA;;;Hostal;2 Estrellas;025-03/2011;31-JUL-2017 05:00:00;Alipia Armanda Giraldo De Calderon
