FECHA_CORTE;RUC;RAZON_SOCIAL;NOMBRE_COMERCIAL;VIA;DES_VIA;NUMERO;INTERIOR;OBS_DOMICILIO;ZONA;DES_ZONA;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;TELEF1;TELEF2;TELEF3;TELEF4;E_MAIL;PAGINA_WEB;CLASE;TIPO_AGENCIA;DES_SERVICIO;MODALIDAD_AUTORIZADA;REP_LEGAL;NRO_CERTIFICADO;FECHA_EXPEDICION
20260824;20604867097;ETERIA VIAJES Y CONSULTORIAS E.I.R.L.;GRUPO ETERIA;Calle;GUILLERMO TORREBLANCA;B-17;;;COO.;;040126;AREQUIPA;AREQUIPA;YANAHUARA;;;;984040092;eteria@grupoeteria.com;www.grupoeteria.com;Operador de Turismo;Digital;;;Jery Romina Gonzales Rodriguez;026-2024-GRA/GRCET;12-AGO-2024 05:00:00
20260824;20612209155;CORPORATION 7 MARRIOS SECURITY E.I.R.L.;C7MAS TRAVEL;AV.;CIRCUNVALACION NORTE S/N;;;;;;080104;CUSCO;CUSCO;SAN JERÓNIMO;;;;974352557;MARIO.QUINTO.H@GMAIL.COM;CIMASTRAVEL.COM;Operador de Turismo;Digital;;;Mario Quinto Quispe;166-2024;01-OCT-2024 06:00:00
20260824;20610330712;TRANSPORTE TURISTICO ACUATICO ISLOTES EDY E.I.R.L.;ISLOTES  EDY;JR.;SAN PEDRO;116;;;BR.;PUERTO PIZARRO;240101;TUMBES;TUMBES;TUMBES;;;;972613316;pilarpaivagarcia@gmail.com;;Operador de Turismo;Digital;;;Narciso Paiba Pazo;CONSTANCIA Nº 035-2024-GOB.REG.TUMBES./DIRCETUR-DR.;19-SEP-2024 05:00:00
20260824;20494930707;SOUTH AMERICANS SECRETS E.I.R.L;SOUTH AMERICANS SECRETS;Calle;AA.HH. ALBERTO TATAJE MUÑOZ MZ. MZ C LT. 02;;;;;;110505;ICA;PISCO;PARACAS;;;;947058508;luciocusco@gmail.com;www.southamericanssecret.com;Operador de Turismo;Presencial;;;Lucio Hancco Sumire;368-2024/DIRCETUR-SDT;27-MAR-2024 05:00:00
20260824;20601003890;FASCINANTE MULTISERVICIOS E.I.R.L.;FASCINANTE;LT.;I;9;;;URB.;VILLA MARIA DEL TRIUNFO;040112;AREQUIPA;AREQUIPA;PAUCARPATA;;;;958269876;fascinanteaqp@hotmail.com;;Minorista;Presencial;;;Heidy Zugey Zuñiga Zuñiga;003-2024-GRA/GRCET;17-ABR-2024 05:00:00
20260824;20513762349;AUDITORIA LEGAL & SOCIAL;ALS INTERNATIONAL STUDENT ADVISOR - ALSISA;JR.;WASHINGTON;1361;H;;;;150101;LIMA;LIMA;LIMA;;;;957967150/926842598;alsisaperu@walla.com;https://n9.cl/hmg9s;Minorista;Digital;;;Alicia Milagros Molina Cisneros;D000005-2022-MML-GDE-ST;19-AGO-2022 05:00:00
20260824;20564100821;PARWA TRAVEL S.A.C.;PARWA TRAVEL SAC;JR.;APURÍMAC;;;;;;030104;APURÍMAC;ABANCAY;CURAHUASI;;;;989586448/988757005;info@parwatravel.com;www.parwatravel.com;Operador de Turismo;Digital, Presencial;;;Nico Guzman Suarez Guerrero;003-2022;26-JUL-2022 05:00:00
20260824;10726151356;Amaro Callire, Miguel Angel;TURISMO EL CANTEÑITO;AV.;26 DE JUNIO;515;;;;;150401;LIMA;CANTA;CANTA;;;;991848494;amaro1892@hotmail.com;;Operador de Turismo;Presencial;;;Miguel Angel Amaro Callire;001-2018;18-JUL-2018 05:00:00
20260824;10465201202;MEZA ALANYA GEORGE LENIN;OLAO EXPERIENCE;Calle;QUISCAPATA;620;;FRT C5P AZUL CT IE TUPAC AMARU C2P BLANC;;------;080106;CUSCO;CUSCO;SANTIAGO;;;;982585159;olaoexperience2024@gmail.com;olaoexperience.machupicchu;Operador de Turismo;Digital;;;George Lenin Meza Alanya;76;18-JUL-2024 05:00:00
20260824;20450643441;Wayki Trek Transportes Turisticos Sociedad Anonima Cerrada / Wayki Trek S.A.C.;WAYKI TREK ;Calle;QUERA N° 239;;;;;;080101;CUSCO;CUSCO;CUSCO;;;;984463021;leocusi@waykitrek.net;www.waykitrek.net;Operador de Turismo;Presencial;;;Leonidas Cusi Loaiza;199;22-OCT-2024 05:00:00
20260824;10707846297;DEYNA SILVANA ARTEAGA KOO;BIO OXA TRAVEL;AV.;NUEVA BERNA;S/N;;ALTURA DE LA IGLESIA ADVENTISTA;;;190302;PASCO;OXAPAMPA;CHONTABAMBA;;;;918030596;biooxatravel@gmail.com;;Operador de Turismo;Digital;;;Deyna Silvana Arteaga Koo;019-2024;22-OCT-2024 05:00:00
20260824;20603210329;AGENCIA 24 SOCIEDAD ANONIMA CERRADA - AGENCIA 24 S.A.C.;AGENCIA 24;Calle;SANTA ROSA DE LIMA II;X-8;;;URB.;;040104;AREQUIPA;AREQUIPA;CERRO COLORADO;;;;971971992;reservasagencia24@gmail.com;www.agencia24aqp.com;Minorista;Digital;;;Susi Minnelli Farfan Ortiz;017-2024-GRA/GRCET;25-JUN-2024 05:00:00
20260824;20339759708;Diabel Travel Tours S R L ;DIABEL TRAVEL TOURS S R L;PJ.;LAS GARDENIAS;50;;PSJ.. LAS GARDENIAS MZ. 50 LOTE. 21 A.H. EX FUNDO MÁRQUEZ;FU.;EX FUNDO MÁRQUEZ;070101;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;;;;993262672;reservasgruposrpj@diabeltravel.com;www.diabeltraveltours.com;Operador de Turismo;Digital;;;Raul Porras Jara;Nº 033-2024-GRC/GRDE;10-SEP-2024 05:00:00
20260824;20602029728;AMAZING TRAVELS E.I.R.L.;AMAZING TRAVELS E.I.R.L. ;AV.;ELMER FAUCETT;SN;;SECTOR B MODULO A OFICINA 207;CE.;CENTRO AEREO COMERCIAL;070101;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;;;;7789553/961062899;mariaesquiveschaffio@hotmail.es;NO REGISTRA ;Minorista;Presencial;;;Maria Sebastiana Esquives Chaffio;021 2020;23-DIC-2020 05:00:00
20260824;10759705721;ABIAS FALCONI BUENDIA;OZZONE PARAPENTE HUANCAYO;AV.;PROGRESO;1363;;;;;120114;JUNÍN;HUANCAYO;EL TAMBO;;;;944836022/978600593;parapenteH24@gmail.com;;Operador de Turismo;Digital, Presencial;;;Abias Falconi Buendia;Constancia N° 167-2024-GRJ-DIRCETUR;18-OCT-2024 05:00:00
20260824;10401803004;COYLA COILA RENE;TITIKAKA CLUB TOUR OPERADOR;JR.;AREQUIPA;666;;;;;210101;PUNO;PUNO;PUNO;;;;998867112;titikakaclub.puno@gmail.com;;Minorista;Presencial;;;Rene Coyla Coila;037-2024;29-ABR-2024 05:00:00
20260824;20610451609;AEROVIAJES CORP S.A.C.;AEROVIAJES;Calle;ALFREDO LAPOINT;501;;;;;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;;;;986356810;aeroviajescorp@gmail.com;www.aeroviajescorp.com;Operador de Turismo;Presencial;;;Sara Vera Gallardo;0423-006-2024-A-LAMB.;09-MAY-2024 05:00:00
20260824;10401112770;DE LA, CRUZ GUZMAN JAQUELINE MARISOL;CRUZANDO LAS FRONTERAS;JR.;GRAU;404;;;;;150508;LIMA;CAÑETE;LUNAHUANA;;;;995761274;cruzando_fronteras2016@hotmail.com;;Operador de Turismo;Presencial;Canotaje Turístico;Canotaje;Cruz Guzman Jaqueline Marisol De La;062;12-ABR-2022 05:00:00
20260824;20604349185;TERRA ILLUMINATI E.I.R.L.;ILLUMINATI TRAVEL;AV.;EDUARDO DE HABICH 111;;;;CI.;;150135;LIMA;LIMA;SAN MARTÍN DE PORRES;;;;925400400;SERGIOWORKFAST@GMAIL.COM;www.tiktok.com/@illuminatitravel;Minorista;Digital;;;Sergio Gutierrez Caro;D223-2024-MML-GDE-ST;31-MAY-2024 05:00:00
20260824;20604595151;MI MUNDO VIAJERO EIRL;MI MUNDO VIAJERO;JR.;MIGUEL GRAU;;;;;MZC LT2;100601;HUÁNUCO;LEONCIO PRADO;RUPA-RUPA;;;;976878228;mimundoviajero@hotmail.com;http://mimundoviajerotm.com;Minorista;Digital;;;Mayra Katherin Tuesta Sinarahua;Constancia N°0010-2024-GRH-GRDE/DRCET-AGVT;03-JUN-2024 05:00:00
20260824;20525139795;SONCOLLAY TOUR PERU S.A.C.;SONCOLLAY TRAVEL;AV.;DEL PACIFICO, EDIF. 21;175;DPTO. 502;;URB.;MARANGA;150136;LIMA;LIMA;SAN MIGUEL;;;;51989048989/515383167;reservas1@soncollaytravel.com;www.perusoncollaytravel.com;Operador de Turismo;Digital;;;Nancy Vasquez Astochado;D231-2024-MML-GDE-ST;14-JUN-2024 05:00:00
20260824;20608995057;MESONES TRAVEL GROUP S.A.C;MESONES TRAVEL GROUP;AV.;ELMER FAUCCET;;205E;;CC.;-12.023590867345215, -77.10442968649132;070101;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;;;;924389/924389301;katiuskamesones@gmail.com;;Minorista;Presencial;;;Wieslawa Marina Mesones Lopez;001-2024-GRC/GRDE;09-ENE-2024 05:00:00
20260824;20602214665;EXPEDICIONES AL DESIERTO S.A.C.;DESERT EXPEDITIONS;PZA.;DE ARMAS DE AUCALLAMA;S/N;;FRENTE IGLESIA;;;150604;LIMA;HUARAL;AUCALLAMA;;;;965336636;info@desertexpeditions.com.pe;www.desertexpeditions.gob.pe;Operador de Turismo;Presencial;Turismo de Aventura;Sandboard;Aldo Celamir Saavedra Romero;001-2019;26-ABR-2019 05:00:00
20260824;20612373583;TSAME PERU E.I.R.L.;TSAME PERU OPERADOR TURISTICO;JR.;02 DE MAYO;568;;;;;120301;JUNÍN;CHANCHAMAYO;CHANCHAMAYO;;;;982982291;tsameperu@gmail.com;;Operador de Turismo;Digital, Presencial;;;Dorman Sergio Antezana Dominguez;Certificado N 147-2024-GRJ-DIRCETUR;27-JUN-2024 05:00:00
20260824;20559197123;Horse Ride In Peru E.I.R.L.;PEROU EXCLUSIF;BL.;S/N;;;;C.H.;VILLA VERDE II, TORRE4, DPTO-802;040104;AREQUIPA;AREQUIPA;CERRO COLORADO;;;;974211440;CONTACT@PEROU-VOYAGES.COM;www.perou-voyages.com;Operador de Turismo;Digital;;;Thomas Pierre Ronan Montaigne Perraux;018-2024-GRA/GRCET;26-JUN-2024 05:00:00
20260824;20490104942;ASPIRING PERU EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA-ASPIRING PERU E.I.R.L.;ASPIRING ADVENTURAS ;VIA;CONSTANCIA ;B-3;DPTO 403;;URB.;;080108;CUSCO;CUSCO;WANCHAQ;;;;984700434;info@aspiringadventuras.com;www.aspiringadventuras.com;Operador de Turismo;Digital;Turismo de Aventura;Ciclismo;Mayli Marmanillo Mendoza;122;17-ABR-2023 05:00:00
20260824;20549311408;VIAJES SALIM SOCIEDAD ANONIMA CERRADA - VIAJES SALIM S.A.C.;VIAJES SALIM S.A.C.;AV.;NICOLAS DE PIEROLA;974;;;;;150101;LIMA;LIMA;LIMA;;;;14276044/995663984;viajessalim2022@hotmail.com;;Minorista;Presencial;;;Veronica Murrugarra Nuñez;D000324-2024-MML-GDE-ST;16-AGO-2024 05:00:00
20260824;20600682441;AIR LOT S.A.C.;AIR LOT PERU;CAR.;PANAMARICANA SUR KM.300,URB. LOS MEDANOS;;;;CI.;;110112;ICA;ICA;SUBTANJALLA;;;;4966722/956651916/945949183;ventas@airlotperu.com;www.airlotperu.com;Minorista, Operador de Turismo;Digital, Presencial;;;Irma Soledad Loayza Ramirez;118-2017/DIRCETUR-DT;03-NOV-2020 06:00:00
20260824;20600182138;Huancaya Peru Travel E.I.R.L.;HUANCAYA PERU TRAVEL;JR.;ZUCRE;mz.a-lt.8;;;;;150732;LIMA;HUAROCHIRÍ;SURCO;;;;996253851;grupotrecking@hotmail.com;www.viajesangel.com;Operador de Turismo;Digital;;;Angel Emilio Savero Yacsavilca;118;07-DIC-2021 05:00:00
20260824;10727783160;MACEDA BECERRA GIANMARCO RAY;MYG MÁNCORA AGENCIA DE VIAJES;AV.;PIURA;501;02-MANCORA;;;;200706;PIURA;TALARA;MANCORA;;;;993305003/944459796;mygagenciadeviajes@gmail.com;mygmancoragencia.comn;Minorista;Digital;;;Gianmarco Ray Maceda Becerra;002-2024;29-ABR-2024 05:00:00
20260824;20602456634;YOUR TRAVEL NETWORK SOCIEDAD ANONIMA CERRADA - YTN S.A.C.;YOUR TRAVEL NETWORK SAC;Calle;MANUEL ASENCIO SEGURA N° 166 DPTO 301 URB.RICARDO PALMA;;;;CI.;;150140;LIMA;LIMA;SANTIAGO DE SURCO;;;;947221769;roberto@yourtravel-line.com;;Operador de Turismo;Digital;;;Roberto Antonio Santivañez Castellares;CONSTANCIA N° D000286-2024-MML-GDE-ST;24-JUL-2024 05:00:00
20260824;20605086897;YOUNG TRAVEL EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;YOUNG TRAVEL ;JR.;28 DE JULIO ;882;3ER PISO;;;;100101;HUÁNUCO;HUÁNUCO;HUANUCO;;;;984744686;rugeleonzr87@hotmail.com;;Operador de Turismo;Presencial;;;Alex Habran  Pimentel  Crispin;0001-2023-GRH-GRDE/DRCET/SDT-AGVT.;10-MAR-2023 05:00:00
20260824;20606838001;Esparcimiento Nautico Becquer E.I.R.L.;ESPARCIMIENTO NAUTICO BECQUER E.I.R.L.;VIA;AA.HH. SAN FRANCISCO DE ASIS, MZ. P, LT. 04;;;;;;150102;LIMA;LIMA;ANCÓN;;;;;becquerkayac@hotmail.com;;Operador de Turismo;Presencial;;;Bequer Solis Cruz;424-DGPDT;17-MAY-2021 05:00:00
20260824;20607001643;COORPORACION DE SILLAR EXTREMO EN CANTERAS PERU S.R.L.;SILLAR EXTREMO EN CANTERA;LT.;C 2;;;;AS.;VIRGEN DE COPACABAN - COMITE 7;040104;AREQUIPA;AREQUIPA;CERRO COLORADO;;;;51943720995/51920063887;artesaniaspabloferia@gmail.com;www.siexca.com;Operador de Turismo;Digital;;;Pablo Pedro Feria Antachoque;043-2022-GRA/GRCET;03-AGO-2022 05:00:00
20260824;20611417595;TIERRA DE LOS ANDES S.R.L.;TIERRA DE LOS ANDES;VIA;URB. SAN JOSE E-8;;;;;;080105;CUSCO;CUSCO;SAN SEBASTIAN;;;;997888551/84275442;ATENCION@TIERRADELOSANDES.COM;WWW.TIERRADELOSANDES.COM;Operador de Turismo;Digital;;;Rose Mery Gonzales Lira;220-2024;07-NOV-2024 06:00:00
20260824;10419743785;SANGAMA SANGAMA NELSITH;LAMAS TRAVEL;JR.;JORGE CHAVEZ;780;;;;;220901;SAN MARTÍN;SAN MARTÍN;TARAPOTO;;;;945508049;reservas@lamastravel.com;www.lamastravel.com;Operador de Turismo;Digital;;;Nelsith Sangama Sangama;023-2024;22-MAY-2024 05:00:00
20260824;20612356077;TUPAC EXPEDITION S.A.C.;TUPAC EXPEDITION;VIA;URB. MRISCAL GAMARRA PK. LOS NOGALES 12-B-1;;;;;;080101;CUSCO;CUSCO;CUSCO;;;;915048288;HAMILTONTP@HOTMAIL.COM;TUPACEXPEDITIONS.COM;Operador de Turismo;Digital;;;Jhim Hammilton Torres Palma;028-2024;27-MAY-2024 05:00:00
20260824;20611901039;AGENCIA DE VIAJES Y TURISMO GRAVITY EXPLORE S.R.L.;AGENCIA DE VIAJE Y TURISMO GRAVITY EXPLORE;JR.;JUAN BAUTISTA;839;;;;;020101;ÁNCASH;HUARAZ;HUARAZ;;;;980336768;gravityexplore17@gmail.com;https://gravityexplore.webnode.pe/;Operador de Turismo;Presencial;;;Betsabet Quimerlin Carrion Maguiña;125-2024-DIRCETUR-ANCASH;06-JUN-2024 05:00:00
20260824;20601917646;RUNAS EXPEDITIONS PERU TOUR OPERATOR EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA.;RUNAS EXPEDITIONS;VIA;AV. OCOBAMBA S/N;;;;;;081306;CUSCO;URUBAMBA;OLLANTAYTAMBO;;;;915055582;RUNASEXPEDITIONS@GMAIL.COM;RUNASEXPEDITIONS.COM;Operador de Turismo;Digital;;;Edwin Elmer Chambi Cusi;055-2024;27-JUN-2024 05:00:00
20260824;20602231209;South Andes Travel S.A.C.;SOUTH ANDES TRAVEL S.A.C.;Calle;CALLE GARCILASO NRO. 180 OF. 212;;;;;;080101;CUSCO;CUSCO;CUSCO;;;;913019608;info@southandestravel.com;www.southandestravel.com;Operador de Turismo;Digital;;;Yaneth Maritza Cisneros Nuñez;066-2024;17-JUL-2024 05:00:00
20260824;20612870641;CAMP FENIX EXPEDITION E.I.R.L.;CAMP FENIX EXPEDITIONS;Calle;INDEPENDENCIA;B7;;;;;080105;CUSCO;CUSCO;SAN SEBASTIAN;;;;976888080/84656977;percy_20045@hotmail.com;campfenixexpedition.com;Operador de Turismo;Digital;;;Percy Huamanquilla Pauccarmayta;084-2024;30-JUL-2024 05:00:00
20260824;20612216623;NEVADA PERU IMPORT & EXPORT S.A.C.;NEVADA TRAVEL;Calle;1 URB. VISTA ALEGRE ;S/N;;;;;020101;ÁNCASH;HUARAZ;HUARAZ;;;;917188037/998433808/969709457;nevadatravelperu@gmail.com;www.nevadatravelperu.com;Operador de Turismo;Digital;;;Zoraida Roxana Espiritu Antunez;129-2024-DIRCETUR;03-JUL-2024 05:00:00
20260824;20568613431;INNOVA TOURS S.A.C.;INNOVA TOURS SAC;JR.;AREQUIPA;510;B;;;;120101;JUNÍN;HUANCAYO;HUANCAYO;;;;921240081;innovatoursac@gmail.com;;Operador de Turismo;Digital, Presencial;;;Daniela Daniela Romo Villar;Constancia N 150-2024-GRJ-DIRCETUR;05-JUL-2024 05:00:00
20260824;10420854884;Prado Urcuhuaranga, Katia Amelia;KAPU TRAVEL;Calle;EMANCIPACIÓN;171;DPTO. 201;;CI.;;150114;LIMA;LIMA;LA MOLINA;;;;991275117;reservas@kaputravel.com;www.kaputravel.com;Minorista;Digital;;;Katia Amelia Prado Urcuhuaranga;CONSTANCIA N° D000336-2024-MML-GDE-ST;22-AGO-2024 05:00:00
20260824;20611513322;DISCOOVER MACHU PICCHU SOCIEDAD ANONIMA CERRADA;DISCOOVER MACHU PICCHU;VIA;ASOCIACION CHINGO GRANDE S/N;;;;;;080107;CUSCO;CUSCO;SAYLLA;;;;932111356;INFO@DISCOOVERMACHUPICCHU.COM;DISCOOVERMACHUPICCHU.COM;Minorista, Operador de Turismo;Digital;;;Victor Diego Porcel Yucra;116-2024;21-AGO-2024 06:00:00
20260824;20601945755;AMAZING HUAYHUASH E.I.R.L.;AMAZING HUAYHUASH;JR.;FRANCISCO MAGUIÑA CÓNDOR MZA.;1509;;C.P. HUANCHAC;;;020105;ÁNCASH;HUARAZ;INDEPENDENCIA;;;;944995955;pepeandino12@gmail.com;www.amazinghuayhuash.com;Operador de Turismo;Presencial;;;Pepe Muñoz Andres;120-2024-DIRCETUR-ANCASH;30-ABR-2024 05:00:00
20260824;10460850415;CAVA MAS ISAAC;YUMBILLA TOURS;JR.;SAN FRANCISCO DE ASIS;310;;FRENTE A LA PLAZA PRINCIPAL;;;010305;AMAZONAS;BONGARÁ;CUISPES;;;;990623285;yumbillatours@gmail.com;;Operador de Turismo;Digital;;;Isaac Cava Mas;011-2024;27-MAY-2024 05:00:00
20260824;20552556870;Asociacion Turistica Sinchimarka Laraos;LARAOS TRAVEL;Calle;TUPAC AMARU;;;;;;151018;LIMA;YAUYOS;LARAOS;;;;999726764/956272790;atsinchimarkalaraos@gmail.com;www.laraostravel.com;Mayorista;Presencial;;;Clara Gladys Meza Gago;058;27-AGO-2021 05:00:00
20260824;10153853717;CANALES SANCHEZ, EDWIN MANUEL;PERUANITOS SIN  FRONTERA;VIA;ANEXO JITA ;S/N;;CARRETERA CAÑETE-YAUYOS;;;150508;LIMA;CAÑETE;LUNAHUANA;;;;946196557/998731489;;;Operador de Turismo;Presencial;Canotaje Turístico;Canotaje;Edwin Manuel Canales Sanchez;059;13-JUN-2024 05:00:00
20260824;20612207314;SANTA BARBARA VIAJES Y TURISMO S.A.C.;SANTA BARBARA TRAVEL;JR.;LAS ROSAS N° 184;;;;CI.;;150101;LIMA;LIMA;LIMA;;;;908754347;druiz@agenciasantabarbara.com;www.agenciasantabarbara.com;Minorista;Digital;;;Drexwel Karim Ruiz Gonzalez;D252-2024-MML-GDE-ST;02-JUL-2024 05:00:00
20260824;20612248398;MILENARIO CONSULTING S.A.C.;PERU UNLIMITED;Calle;HELSINKI MZ B LT 24 ASOC. EL MIRADOR JAVIER PRADO;;;;;;150103;LIMA;LIMA;ATE;;;;902360402;info.peruunlimited@gmail.com;;Mayorista, Minorista, Operador de Turismo;Digital;;;Elver Jhon Llacza Chuco;CONSTANCIA N°D000345-2024-MML-GDE-ST;28-AGO-2024 05:00:00
20260824;20499441364;Travel Air Peru;TRAVEL AIR PERU;KM.;447;;;;;;110305;ICA;NASCA;VISTA ALEGRE;;;;56521182;spalacin@travelairperu.com.pe;www.travelairperu.com.pe;Operador de Turismo;Presencial;;;Silvana Desiree Palacin Corcuera;056-2015/DIRCETUR-DZN;04-NOV-2015 05:00:00
20260824;20608875213;MADRE NATURALEZA TRAVEL E.I.R.L.;MADRE NATURALEZA TRAVEL;AV.;JORDAN FRENTE  AL MARIPOSARIO;;;;CAS.;PALESTINA;220804;SAN MARTÍN;RIOJA;NUEVA CAJAMARCA;;;;971989508;madrenaturalezatravel@gmail.com;;Operador de Turismo;Presencial;Turismo de Aventura;Espeleología o Exploración de cuevas;Maria Celmira Bustamante Torres;074-2022;22-DIC-2022 05:00:00
20260824;20612493023;JUMPEOPLE CORP;JUMPEOPLE CORP;AV.;EL DERBY;254;1702;;;;150140;LIMA;LIMA;SANTIAGO DE SURCO;;;;573215708613;info@jumpeople.com;jumpeople.com;Mayorista, Operador de Turismo;Digital;;;Marcelo Fernando Bertoli Miro Quesada;D 000190-2024-MML-GDE-ST;09-MAY-2024 05:00:00
20260824;20609380331;VICUGNA TRAVEL S.A.C.;VICUGNA TRAVEL;AV.;LOS ANDES;E-A17;;BARRIO DE BELEN;BA.;BELEN;050101;AYACUCHO;HUAMANGA;AYACUCHO;;;;952927337;vicugnat@mail.com;www.vicugnatravel.com;Operador de Turismo;Digital;;;Armando Pariona Antonio;031-2024;23-MAY-2024 05:00:00
20260824;10214822810;CHACALIAZA JAUREGUI, ROSA ISABEL;"ISA TRAVEL TOURS";Calle;SANTA MAGDALENA Nº351- URB. SANTA MAGDALENA ;351;;;CI.;;110101;ICA;ICA;ICA;;;;991531509/56213539;isabelitach28@gmail.com;;Operador de Turismo;Presencial;;;Rosa Isabel Chacaliaza Jauregui;009-2014/DT-ICA;06-ABR-2014 06:00:00
20260824;20607342572;Turismo Matucana Rutas Y Aventura S.A.C.;TURISMO MATUCANA;JR.;AMAZONAS;134;;;;;150701;LIMA;HUAROCHIRÍ;MATUCANA;;;;966945005;turismomatucana.sac@gmail.com;www.turismomatucana.com.pe;Operador de Turismo;Digital;;;Julia Amparo Pino Rivera;076;31-MAY-2022 05:00:00
20260824;10200118320;Rodriguez Espiritu Alberto Vicente;TURISMO ANDINO;PZA.;PRINCIPAL;S/N;;;;;151002;LIMA;YAUYOS;ALIS;;;;967695883;turismo_andino@hotmail.com;www.turismo-andino.com;Operador de Turismo;Digital;;;Alberto Vicente Rodriguez Espiritu;062;15-SEP-2021 05:00:00
20260824;20529155621;Adventure & Expeditions Peru E.I.R.L;ADVENTURE & EXPEDITIONS PERÚ;Calle;BRANCACHO;140;4;LLICUA;;;100102;HUÁNUCO;HUÁNUCO;AMARILIS;;;;62515824/962982913;reservas@aeperuonline.com;www.aeperuonline.com;Operador de Turismo;Presencial;;;Oscar Fernando Moreno Perea;0015-2019-GRH-GRDE/DIRCETUR-AGVT;18-MAR-2019 06:00:00
20260824;20609488566;PERUVISION GROUP S.A.C.;PERUVISIÓN;Calle;PEDRO HERAUD;460;;;;;150104;LIMA;LIMA;BARRANCO;;;;950689276;gerencia@turibus.com;www.turibus.pe;Operador de Turismo;Digital;;;Olga Medina Reyna;D000010-2022-GDE-ST;19-AGO-2022 05:00:00
20260824;10461154579;TAPULLIMA OYOLA, MARILYN;M&A TOURS & TRAVEL;JR.;SAN PABLO DE LA CRUZ;178;;;CI.;TARAPOTO;220901;SAN MARTÍN;SAN MARTÍN;TARAPOTO;;;;999474456;maritaoyola80@gmail.com;;Operador de Turismo;Presencial;;;Marilyn Tapullima Oyola;025-2024;12-JUN-2024 05:00:00
20260824;20611030356;CORPORACION TURISTICA TRAVEL DESIGNER S.A.C.;JOHSEPT ARROYO TRAVEL DESIGNER;JR.;LLOQUE YUPANQUI ;204;703;;;;080108;CUSCO;CUSCO;WANCHAQ;;;;974904579;jotraveldesigner@gmai.com;javatraveldesigner.com;Operador de Turismo;Digital;;;Johsept Deyvist Arroyo Condori;045-2024;17-JUN-2024 05:00:00
20260824;20611618469;INMERSION CULTURAL PERU EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA.;INMERSION CULTURAL PERU;Calle;UMBERTO VIDAL UNDA I-10 DTO 302 URB. MAGISTERIO II ETAPA;;;;;;080101;CUSCO;CUSCO;CUSCO;;;;984688584/84222324;INMERSIONCULTURALCUSCO@GMAIL.COM;INMERSIONCULTURALPERU.WEEBLY.COM;Minorista;Digital;;;Franko Febres Cuentas;136;10-SEP-2024 06:00:00
20260824;10258316407;MENDOZA LARA PATRICIA VERONICA;COMO ANTES;JR.;BOLOGNESI;S/N;;A 2 CUADRAS DE LA PLAZA BOLOGNESI;;;220508;SAN MARTÍN;LAMAS;SAN ROQUE DE CUMBAZA;;;;985030552;comoantesperu@gmail.com;www.comoantesperu.com;Operador de Turismo;Digital;;;Patricia Veronica Mendoza Lara;017-2024;03-MAY-2024 05:00:00
20260824;20602551459;TARAPOTO EXPLORATIONS EIRL;TARAPOTO EXPLORATIONS;JR.;CESAR VALLEJO;461;;;;;220909;SAN MARTÍN;SAN MARTÍN;LA BANDA DE SHILCAYO;;;;42605467/926783329/943638523;inforeservas@tarapotoexploration.com;www.tarapotoexploration.com;Operador de Turismo;Digital;;;Warren Perez Barrera;018-2024;03-MAY-2024 05:00:00
20260824;20490622064;PERUVIAN REPS TOUR OPERADOR EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - PERUVIAN REPS TOUR OPE;WATANA TRAVEL;VIA;URB.  PROGRESO JR. CAMAS K-2;;;;;;080108;CUSCO;CUSCO;WANCHAQ;;;;984711583/984162810;info@watanatravel.com;www.watanatravel.com;Operador de Turismo;Digital;;;Jimmy Ochoa Aguilar;033-2024;03-JUN-2024 05:00:00
20260824;20609218721;INVERSIONES TURISTICAS MACHU PICCHU TRAVEL WAVE EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;VIAJES PERU TRIPS;AV.;ARGENTINA;h4a;03;;URB.;UCCHULLO GRANDE;080101;CUSCO;CUSCO;CUSCO;;;;984216430/84607087;info@viajesperutrips.com;www.viajesperutrips.com;Operador de Turismo;Digital;;;Dennis Delgado Huamani;13-2024;20-MAY-2024 05:00:00
20260824;10073983261;GONZALES DEL, VALLE RIVAS, NANCY ROSARIO;EXPEDICIONES LUNAHUANÁ;AV.;MALECON ARAOZ;101;;;;;150508;LIMA;CAÑETE;LUNAHUANA;;;;;expedicioneslunahuana@gmail.com;www.expedicioneslunahuana.com;Operador de Turismo;Presencial;Canotaje Turístico;Canotaje;Nancy Rosario Gonzales Del Valle Rivas;071-2024;19-AGO-2024 05:00:00
